message,sentiment
" But humans have a big impacts on Earth'S ressources, at this rate there won't be any Helium left at the end of the 21st century. ", Sad
" I have heard on the news that the company responsible declared bankruptcy, another reality tv show that did not pass the test of reality.", Sad
 I dont agree that much that most countries are taking this seriously. There is china and india that are throwing garbage in the ocean., Sad
 It could get so bad that eventually we may need to go to a new planet in the future. Its sad to think that could happen one day., Sad
 It's sad to think about that. I do like that a lot of governments around the world are trying to fight deforestation., Sad
" I know! That's sad, isn't it? If our entire history was seen in a 24 hour period, we as humans would only represent 1 minute and 17 seconds and in that brief time, we've already destroyed most of the natural forests. That is so upsetting. ", Sad
 I heard a bit about it. I know they sadly lost a satellite on Mars because of it. It's like that sounds like a very costly mistake., Sad
" That is a lot of trees!! we are seriously abusing the planet, it's curious how a day lasted 5.5 hours at the begining of earths creation", Sad
" Yes, I remember when that happened. The entire state thought they were being attacked by North Korea.", Sad
 Interesting! I guess kids in South Korea have it rough. It's illegal for them to play video games past midnight., Sad
 Most of them have pissed me off with their force-fed moronic political views.  I do miss Robin Williams.  I didn't realize he was the voice of Aladdin and the 1st to start that trend. , Sad
" Haha, yup they are awesome.  I was a being fan of Linkin Park.  Very sad to hear what happened to them after having one of the best selling album's of the 21st century.", Sad
 *Big fan I meant.  The lead singer passed away recently., Sad
" Oh, sorry to hear that.  On a lighter note, two identical twins in Japan released a rap album when they turned 100 in 1992.", Sad
" Yes, as wild as scientist voting the song ""We are the Champions"" as the catchiest song of all time.  I miss Freddy...", Sad
" Yeah, I""m pretty bad at coordination and multitasking so I should probably give up the idea too.", Sad
" I did not like Obi's death. When I first saw that movie, I was like 7 and cried! I was so sad...", Sad
 My girlfriend also cannot watch them so I have not really seen many horror films the last 3 years., Sad
 Very sad for the dodo bird., Sad
 Yeah he does hate it. He considers that to be copyright infringement which is weird to me, Sad
 Yeah I believe so. Poets back in the day where starving artists. , Sad
 There's a lot of people trying to take that crown though..., Sad
 That makes almost make me want to quit doing my job if that happened. But I suppose there is so much competition for the awards that you just keep trying. , Sad
 That seems crazy to me. You would think that after all this time that at least one woman would have at least been nominated. But with people like stanley kubrik and Gavin Free it is hard to break in. , Sad
" I always support a team called Everton, not too many have heard of them.  My local team were successful in the nineties but faded away, Wimbledon.", Sad
" He was a team mate of that Christano Ronaldo, I hear he's in trouble with the police now.", Sad
" I guess he's done that already, he paid $375,000 for a legal settlement, but a German newspaper found out and made it public.", Sad
 Apparently the woman in question has now approached the Las Vegas police and they have opened an investigation.  Not sure how it works if he is in Italy and they are here., Sad
 yeah. I feel bad for the way women have been treated. I am sure there are a lot of skeletons still in closets., Sad
" Yeah, that is sad.  Apparently he had heart problems. ", Sad
 After all that running? You would think he would have a perfect heart! Joe Jackson died too apparently. , Sad
" Yeah, I was also disappointed when Cosby first got accused because I watched his show growing up. A lot of women have come forward and there were lots of witnesses too.", Sad
" Sad that it happened so late in life too. I just don't know. I would think he would be smarter than that, but who knows.", Sad
 It's that high!!!! 150 movies with 100% and I can't find one I like., Sad
" They have the right to vote but not a lot of choices, since 1853 all presidents have been either republican or democrat", Sad
 Agree again. It is all about the money and that is sad. , Sad
" For sure, wish it was acceptable for more people to seek help instead of thinking that suicide is the answer. Great chatting, hope you have a great rest of the night. Take care!", Sad
 In my opinion common sense does seem to be sorely lacking in today's political climate. We are almost bordering on tyranny from both sides of the aisle. Neither is willing to compromise and those that suffer don't have a say. , Sad
 yeah seems like the divide gets wider every day., Sad
" yeah, I feel the same. no need to be hateful because someone sees things differently. Sadly, today, it seems like if you dont think a certain way, you're not only criticized but can be threatened with violence. Crazy times for sure", Sad
 Good for him! I would have given up. I wrote for a few years and it was a lonely experience..., Sad
 Hi! It's so insane that women couldn't vote just a short time ago. I remember my grandma telling me about that. , Sad
" I completely agree. I think there is a balance between voting and holding men accountable but still not making men the enemy. Gender aside, it's pretty sad that voter tturnout in the US hasn't been above 63% in over 100 years!!! I find it such a privilege. ", Sad
" I agree but then again when people don't have the right to vote for so long and still don[t have the right t ovote, they will want to vote on anything. LIKe 34% of black men in alamaba can't vote ever again. ", Sad
 If they were convicted of certain crimes? I'm not sure what else could prevent that other tahn just blatant discrimination. , Sad
 Agreed. India even sets up polling in forests for one voter. In America we do it midweek where people can't even get there unless they can take off work. , Sad
" Can you imagine!! Maybe a short candidate would start to win!! As a short person myself (i'm 5'1), i think it's sad that the taller person has won 75 % of the time in the past 119 years !", Sad
" yeah. Just seems like a lot of peopple worked hard for woman to ignore that right. But you are correct. Plus, it's really inconvenient!", Sad
 That is true and a great perspective. I agree that a lot of the rights americans have are usually taken for granted with the inclusion of time. Think about the draft now a days. There would be a mutany! Yet many of the brave soldiers for Vietnam were drafted., Sad
 I miss Robin Williams. He was a one of a kind talent. , Sad
 I could see him doing that. I think he really loved animated films like that. He tried so hard to make everyone around him laugh while he was so sad inside. , Sad
" Lol, yeah I think so. Once sad thing is that more than 80 percent of the earth's forests have been destroyed.", Sad
 Yes it's very sad. I enjoyed talking with you. Hopefully you have a good day., Sad
" Yeah, I certainly am not too enthused with the way things are going with the planet being abused lately.  For a 4.5 billion year old planet, it's a shame watching it get abused.", Sad
" Ok, I'll lower my expectations about the hats. ", Sad
 Do you like hockey? I'd feel pretty defeated if I was the other goalie in the 1924 Olympics who let in 132 goals., Sad
" That's me, I miss about 30% of everything we watch.  I've been on the couch as my wife has watched every episode of Game of Thrones, I saw about three hours worth. ", Sad
" Just tired at the end of the day.  Even things I want to watch on Netflix I pass out to.  Usually because it's getting close to 12am, which is when Netflix uses 33% of all of America's bandwidth.", Sad
 I like how the franchise has been sexed down. I felt bad for it when it came out the first time., Sad
 I guess they are trying to be politically correct.  Technology does have its drawbacks at times., Sad
" I think Prime might be necessary, but I know that cost is going up.  If only I had Google's money! ", Sad
" I suppose it's a eternal life thing, doesn't seem like much of a life floating around a memory stick.  I guess you could program a world to exist in.  I may be no expert but I don't see it coming to reality.", Sad
" Of course The Matrix, just like me to miss the obvious.  Whatever they come with don't smoke near it, it will just like with Apple and invalidating your warranty.", Sad
" They did beat Seinfeld and Friends, yet few people remember this show. ", Sad
" Moments, yes.  But when I think back to a period like high school, it's four years, but a few dozen moments.  I think that over time, you'd remember just one thing from each decade.", Sad
" Also, then we'd run out of jobs ... yeah the math gets wonky there.", Sad
" Yes! How scary, I read that they found the cougar and killed it. Sad how animals think they have to attack for their safety.", Sad
" Yes, sad that they had to kill the animal but best for the safety of others.", Sad
" It would be an interesting read for sure, he did led the development of nuclear weapons, the same ones that were dropped in Hiroshima and Nagasaki", Sad
 Reminds me of when Joey put all of Chandler's clothes on during Friends. I am not proud of myself for that knowledge..., Sad
 I had to stop watching it because my wife doesn't like violent shows and would get mad.. Now all I watch with her is chick flick shows like Covert Affairs and Mozart in the Jungle. What shows  you like?, Sad
" Yeah they just aren't being taught the value of reading. In the 18th Century there was a moral panic because of the spread of the reading of novels, now there is smart phone panic.", Sad
 I never saw the movie. Didn't read the book either. Starship troopers was terrible. I did see that..., Sad
" Yep I agree. It's too bad that the studio interfered so much with Justice League, it could have been a great movie but it wasn't", Sad
" Hi! Have you seen Justice League yet? If you have and didn't like it, don't bother buying it on 4k. Otherwise it's just two hours of ""Oh what could have been "". DC and Warner Bros really missed a huge opportunity travel a mark on the world of superhero cinema!", Sad
" I am as well. The comic genre will never be the same. He created so many characters I loved to read about, watch and even play on the Nintendo Entertainment System! Speaking of which, did you know it could only display 54 colors. Isn't that crazy?", Sad
 What a tragedy that someone was murdered over a pair of shoes! , Sad
 I cannot believe that regular people spend a lot of money on shoes.  , Sad
" I don't know about that, I do sympathize too but I don't think his mother is at fault", Sad
" Yea, earth has a lot of issue, it will be virtually helium-free by the end of the century", Sad
" I tried it out once, but didn't stick with it. I liked that it's basic features were free. I couldn't find songs I liked though", Sad
" That's definitely a good thing, considering 80 percent of earth's natural forest's have been eradicated.", Sad
 I guess no party balloons., Sad
" These algorithms are never as good as they say they are.  I use Spotify and it tries to make recommendations for me based on what I listen to, it's never very good.", Sad
" Thats a lot of kids, all of them are refugees, escaping danger from their countries, kind of breaks my heart", Sad
" I know right, thankfully theres a place that rescues them, the nonprofit LACES really does a good job", Sad
" I do think it has gotten out of hand though, a 16 year old killed another teen in Washington over a pair of Air Jordans.  That is sad.", Sad
 That is sad. Murder over a $250 pair of shoes. Senseless., Sad
 Yeah the defense claims the 3 teenage witnesses were lying.  They apparently were the only evidence.  Must have been ironclad., Sad
 the society's morality is becoming worst, Sad
" Agree.  I am not a fan of such living style.  Btw, do you like basketball", Sad
" I guess one teen had a pair of Air Jordans, and another demaded them from him. He ran away and was chased, said witnesses, and they heard gunshots soon after. It's terrible! Over shoes!", Sad
" Me either. I can only read about it and imagine. But at least them my imagination plays a part, and it's quite interesting. What if we have a mirror planet around another sun somewhere. Another planet being destroyed by humans. Well, my imagination just got sad. Dang.", Sad
" momo is telling kids to do bad things while their parents are sleeping,", Sad
" Yea, him and Kim have 3 children.", Sad
 I agree. The only reason I asked was because of people second guessing the global warming research. Seems odd to me.., Sad
 I know a little. I know banning those two books would cost me two of my favorite books., Sad
" I've never read it, but I know that both that and Twain's ""The Adventures of Huckleberry Finn"" have been surrounded in controversy because of the use of the ""n""-word.", Sad
 Blockbuster had the chance to buy Netflix for $50M and passed., Sad
" I went into a toy r us when they were closing and it was the saddest thing ever. I looked at a capitalist dismantling, literally, of my romanticized childhood.", Sad
" Exactly! I did the same thing and even then, the prices were still so much more expensive than Amazon! I tried to get toys about the solar systems but couldnt' find any.", Sad
 I would think it would be higher than that. I don't think there is enough access to libraries for the people in certain areas of the us. , Sad
" That is a good point. She probably doesn't retain much. Ha! On a related reading note, I find it sad that there was a moral panic over the spread of the reading of novels back in the 18th Century. I'm so glad we don't love back in those times.", Sad
 I think the fact something based in fact iike archaeologists discoveries can quickly become an obsession., Sad
" Perhaps, but this takes me back to silly memes and a 4.5 billion year old planet.", Sad
" In september of 2010, the united nations appointed official ambassador to extraterrestrials - perhaps they can help with that!", Sad
 Yes I can't believe more than 80% of the earth's natural forests have been destroyed., Sad
" I wasn't aware of that either. I do watch and enjoy basketball though. I do think it's crazy the highest paid employee in 39 of the 50 states are either college football or basketball coaches. That's kind of sad, really.", Sad
 lets talk about earth. Its sad that More than 80 percent of the earth's natural forests have already been destroyed, Sad
 That's the truth! It sounds like toward the end they both had a lot of personal things that pushed them to leave., Sad
" They were, but aparently one of the spouses had alzheimer's and the other lost his father in that last year.", Sad
" Oh wow. That's rough. On a happier note, I was reading some interesting trivia-type facts on elections. Did you know since 1900, the taller presidential candidate has won the election 75% of the time?", Sad
 YES ;) mine too. That vocal was amazing ! ;)  was... such a shame..., Sad
 I agree and I'm sure it was a good laugh. Did you know that all elections in Oregon are conducted by mail? I like going to the polls!, Sad
 I'm surprised that  the 2012 US election was the first US election since 1944 in which neither major party ticket had a veteran on it. Kinda sad if you ask me., Sad
" Yep I agree with you. I wonder if he ever got to visit the Pixar secret room. They have a secret room just for celebrities, I hope he was able to", Sad
" That's too bad, me too! I have been to concerts throughout my life though. Seen a lot of my favorite bands. ", Sad
" I've heard rumors of it, but never if it was true or not. I do feel bad for him, he never really was a child.", Sad
" Someone once told me if you did not buy a product, you are the product. I scoffed at them but now it makes so much sense.", Sad
" When you buy a product, you get something in return. If you do not buy something, like facebook, youare the product. They are selling you to others through your data or ads.", Sad
 It makes me sad that artists like them wouldn't be successful in today's market., Sad
" And in that time, we've managed to destroy 80 percent of the natural forests. So sad!", Sad
 I think I remember my spouse saying something about that. I think more needs to be done about suicide awareness. , Sad
" Yeah I agree, it is unfortunate, and Linkin Park helped a lot of people through that too, so it is a shame he had bad issues", Sad
" Yes, I think that and the death of other famous people, like Robin Williams. A friend's husband committed suicide last year. It has been very hard on her family.", Sad
" I can only imagine, such a sad thing. ", Sad
" Yes, she really struggles coming to terms with the situation. She posts about it a lot on social media. Who can blame her. She probably asks herself why this happened every single day. ", Sad
 It's sad to think that more than 80 percent of the Earth's natural forests have already been destroyed., Sad
 I liked those shows too and they were better than 3rd rock. I did see friends the other day and it did not hold up. It was bad., Sad
 True. And apparently legislation is the only way to accomplish real change. The Justice Department does not have the legal authority to do anything. , Sad
" Quite possibly. Meanwhile we continue to have mass shootings every couple of months. I'm not sure if the answer is gun control, mental health policy, or both, but we need to do something!", Sad
" Probably not. At least not as long as we let the get away with stalling via ""debate"".  Apparently even the NRA is in favor of banning bump stocks, but we still can't get this through Congress. Sad state of affairs.", Sad
" That's a whole other can of worms. LOL. PAC money and special interests have so much control. Foreign countries, too, apparently.", Sad
" I grew  up with dogs...Old English Sheepdogs, to be specific.  I love them too.  just can fit a big dog in a small apartment.", Sad
 It's saddening to think that over 80% of our forests have been destroyed., Sad
" I know his older kids know, as some of them were involved with him, but I always wondered about children of drug king pins and mafia members, etc. His twins are only seven years old.", Sad
" He is always hurting himself, I believe it is the way he plays, he runs so much more than some of the other players.", Sad
" I did, (unlike the Creed concert that resulted in a lawsuit the following year) . I was saddened when Chester Bennington took his own life. ", Sad
 I have been to Croatia before but regret not going to see the ancient amphitheater there, Sad
 That would be really cool. Too bad Stan Lee passed. I could totally see him creating something like that. , Sad
" I did not know that there was more than one artist related to Batman.  Yes,  Breyfogle was very talented.", Sad
 Yea, Sad
" Yes, but it hasn't been the same since Norm Breyfogle died. He was my favorite batman artist and he died at just 58 years of age.", Sad
" It was awesome, but not as awesome as a British chicken. The NES died an untimely death in 2003 in Japan. It should have lived forever.", Sad
 Did you ever hear the story of the mute man they found in 2005 wandering around the streets of England who could only communicate by a piano? It was sad but also fascinating!, Sad
" Indeed it was! Can you also believe the Lord of the Rings trilogy was a massive box office success but despite that, it still managed to make huge losses? That is just sad, honestly! Well it was great chatting with you! Take care, friend!", Sad
" Yeah, not sure about that one?  It is sad that 80% of the earth's natural forest have been destroy. Takes time to replant and grow!", Sad
 I know it's just a robot but that makes me super sad. It was nice chatting with you. Have a lovely day. , Sad
" Not very much, do you?", Sad
" no not really but they are everywhere, especially the kardashians", Sad
" Yes, I have been to a Lincoln Park concert. Unfortunate what happened.", Sad
 oh yeah... i forgot all about that!  So sad!, Sad
 I liked House of Cards. Too bad about Kevin Spacey. I think that the show could have kept going if he hadn't done what he did., Sad
" Yea, I like her in Seinfield,sad to hear she has breast cancer", Sad
" I do, too bad the leading singer committed suicide, I loved the band", Sad
 I would hope there would be more to the story than that just being the reason but it does reflect poorly on that era., Sad
" I never liked dressing up for work back when I was in an office, not sure how I feel about those aloha shirts though, it feels a little like forced merriment.", Sad
" I've heard it a while back, I guess you can't make helium, and when it's released into the air it escapes our atmosphere, never to be seem again.", Sad
" Very true. It is irresponsible to rely on social media for news. But it is relevant in divorce, as 1/3 of filings refer to facebook.", Sad
" Hi,  Do you like learning about alternative energy?  Did you know that more than 80 % of the earth's natural forests have been destroyed?  That is sad.", Sad
 Me too! Like Water World. I do wish we had that 80% of forests that are now gone., Sad
" Yes, I think his 1874 travels had made him the first reigning monarch to visit America and the first honoree of state dinner at the White House. Is it right?", Sad
 mama Mia is good. I enjoy watching shows on broadway. So sad hamlet is booked like forever, Sad
" Yeah, so sad. Even though if Earth's history was viewed as a 24 hour period we would only have been here for over a minute.", Sad
 I can't imagine trying to navigate marriage as a famous person.  It's sad that it seems they hookup and breakup just for the tabloids., Sad
 It's gotta be hard.  And to grow up as a child star like Michael Jackson ... even harder., Sad
" It would.  But then again, it seems you would have to stick to a fairly non-controversial cause like hunger.", Sad
" I wonder where we get helium in the first place. It is incredible and a pity that humans only represent 1 min on earth's history, yet we are causing so much damage to earth", Sad
" That duet he was supposed to do with Freddie Mercury which was canceled would have been epic, I wish that could have happened :(", Sad
 I kind of miss popular music where you could hear a great lyric without having to read the liner notes., Sad
" Not really, it's sad he didn't graduate high school until he turned 25", Sad
 I hope not!  Earth will be virtually helium free by the end of the 21st century.  , Sad
" Yes, it's a really sad story. I hope the suspect, if guilty, is punished.", Sad
 That is so true. Did you know they didn't find a cause to the death of the people?, Sad
" Yeah, that was an interesting story about what happened at the Backstreet Boy concert. I do think that the people holding the event should have warned the people.", Sad
 Agreed. That's how politics usually works. It's sad. I hope that people start to understand that the law is important., Sad
" It's unfortunate. Personally, I think people should let wild animals be free. But what can I say, we have dogs as pets while others eat them.", Sad
 I agree with that statement. That would be a crazy thought to eat a dog., Sad
" Really? I guess they must be the older species around, really ancient and powerful and we are about to extinct them with all the hunting", Sad
 I wonder if Creed has ever played there. I am sure they would be sued for their performance there too., Sad
" I try to, it's disappointing to know air travel is down 10% than it was in the 1960s", Sad
 So true. I think we are too hard on young stars. It can't be easy being in the limelight all the time. , Sad
 That's crazy to think.  I've had luggage lost at the airport before though., Sad
" I can understand that. YouTube and Netflix both account for half the peak internet traffic in north America, unfortunately. ", Sad
" Yeah, The guy lived  a long life and his work will live on as long as people read comics. He was a national treasure in my opinion.", Sad
 That is a super strange law. I wonder why that is? I was saddened to learn that there are more tigers living as pets in the United States than there are tigers living in Asia in the wild. We really need to protect them better. , Sad
 Don't know.  Deep Purple played a show so loud that three audience members ended up unconscious., Sad
" That sounds terrible! I hope you are better now and yeah I like hockey too, it can change your focus and cheer you up in bad times", Sad
" It was another era, before TV and the image took over, I think he would have had the role now where the look is more important than the brain. ", Sad
" It would be great, people are stuck with there phones now, someimtes they seem like zombies, I miss the days of the great authouts like CS Lewis and Tolkien", Sad
" I see.  Also, did you know that more than 80 percent of our earth's natural forests have already been destroyed", Sad
" Oh dear, that is scary!", Sad
 Oh my gosh... I can't even begin to imagine. I am so terribly sorry. Dogs are such amazing creatures!!! What was her name?, Sad
" Sasha. It's the 3rd dog I have had to put down and although it was emotionally easier this time, I still miss her. My first dog, the golden, I took three days off of work from.", Sad
" What a bad investment decision! Way to stick it to them! I think I'd be a little discouraged if that happened to me, wouldn't you?", Sad
" Very rough. The teams erupt into fighting a lot, too.", Sad
" Oh yeah, that was a good album!  I'm told they did like 324 tours the year it was released!  Pity what happened with Chester Bennington though.... :(", Sad
 So sad. Mental health issues are too often ignored these days., Sad
 I didn't. She's truly an awe-inspiring talent., Sad
" Yea, it does regrow back unfortunately, but so does a human rib", Sad
" That is surprising. And to answer your question, no I do not have any favorite celebrities, though I would love to be one just so I could visit Pixar studio's secret room.", Sad
 That's sad. If anyone could do it I would have bet on them., Sad
" Sadly, yes.  I'm scared to drive through Mexico City, where the police corruption is really bad.  With that in mind, it's hard to think of USA cops as rotten.", Sad
" A slow kill.  Well, we do care more about radioactivity and such.  And our research labs are better at finding links like that.  If only they could better detect corruption of government officials.", Sad
" Did you know Harry Truman wouldn't get his picture taken with Dumbo, because Dumbo is an elephant which represents the Republican party?", Sad
 Shootings are really sad and they can really traumatize a family. I still remember the Parkland High School shooting; 17 dead. That was sad., Sad
" Before he became a rapper, eminem's true dream was to become a comic book artist. his favorite superhero was spider-man.", Sad
" The marvel cinematic universe takes place in earth-199999, a multiverse different from the original comic book universe, earth-616.", Sad
" I love muse, but it kind of makes me sad that he has ruined so many guitars.", Sad
 That is true. And let's not forget our own FDA burned six tons of literature in a censorship act. That almost makes me want to cry., Sad
 Good point.  Sometimes it pays to marry (and divorce) the right people I guess., Sad
 Another great phrase. It is rather tragic that he died at age 52. That time period had such a short life expectancy., Sad
 Reel big fish re-recorded all of their hits for a best of album after losing the rights to their old record label?, Sad
 Hi! Can you believe a Florida legislator's aide said two of the Marjory Stoneman Douglas High School shooting survivors were actors? That is sad!, Sad
" I am a fan of comic books specially Marvel, too bad Stan Lee died, did you know he ended every conversation with the phrase Excelsior", Sad
 I do like it sometimes haha how about you? That is sad he was only paid that!, Sad
" It was so sad that he died last year, him along with the creator of Sponge bob himself.", Sad
" Yes, that was a sad day.  It's hard to lose such creative minds; you know that their work can just never be replicated.  It's like losing a big part of the culture.", Sad
" I agree, for sponge bob was my CHILDHOOD. I loved that show so much while growing up, it was sad to see him die.", Sad
 Yeah I bet he was very interested in that. What do you think about Japan though? Would you ever go? I would hate to spend $300 to travel across the whole country, Sad
" Thats sad, the stats are still alarming, 100 million sharks get killed every year, ", Sad
 There are other countries that exploit the shark for meat as well.There are estimated to be 20 million blue sharks killed a year.At that rate it wouldnt take long to destroy the entire population.How sad., Sad
 The rain forest needs all the help it can get., Sad
 Well Canada is the only country in the world with two national sports Lacrosse and Ice Hockey., Sad
" Gee, I don't know. Wouldn't surprise me. I don't know what you've heard about Earth, but it's not the greatest place, no thanks to us humans. For example, we've managed to already destroy more than 80 percent of all our forests.", Sad
" No, I did not know that.  He was so talented in many ways.", Sad
" Again it is a bit of a blind spot for me, I seem to have lots of blind spots.  Maybe I should get my eyes tested.", Sad
" Yes, I know the basics, not completely blind.   I even know of the Miami Heat, I live in the Cleveland area and recall the shirt burning when LeBron took his talents there. ", Sad
" Yea, it's a shame a comedy film hasn't won best picture in 37 years", Sad
 I am so saddened to hear about the van accident that caused 10 deaths in Toronto., Sad
" Yes, it was quite a tragedy, and caused a number of safety measures to be implemented.", Sad
" The fans needed the distraction and sports do bring people together. It's too bad that a tragedy has to happen for us to see a need to change security measures, but we can't always anticipate tragedy.", Sad
" Yes, they are like chameleons. Change colors to suit their purpose. I like Reagan-but that was a long time ago. The world was more peaceful then.", Sad
 Yeah. On my first dive I went like 75 and freaked out! I ran out of oxygen so quickly... I'm a little better now..., Sad
" Definitely, unfortunately I think we're the biggest predators. We use to think the ocean's resources were limitless, but that thinking with the Northwest Atlantic Cod Fishery almost killed a whole ecosystem.", Sad
" I did not know that! I think we imagine that the ocean's resources are infinite, but of course, we are running out of fish year by year.", Sad
" Sad, but true. Also, over 80% of our Earth's natural forest have already been destroyed, it's a shame.", Sad
" And sadly it has mostly been by us. If earth's whole history was viewed as a 24 hour period, humans would represent 1 minute and 17 seconds", Sad
 I like to snorkel in the ocean at coral reef and small fish. Its so beautiful!, Sad
" Yes, he seemed to make a career out of restricting the rights of women, even criticizing the  long term use of contraception. ", Sad
 That's not cool.  He made several appearances on The Big Bang Theory.  I didn't know he died.  Sad., Sad
 The would have been wild. They should reinstate that rule. I'd like do see someone come in with a loaf of hero bread. That would be entertaining to watch. Everyone has gotten so serious and is always offended these days. We always looked to sports as a form of entertainment but now it's so political., Sad
 Yeah. I feel bad for the bad rap he has gotten. He seems to be doing the right things and he is still getting bagged for it., Sad
 I agree! And he has not gotten into any trouble off the court. It's a shame he receive this hatred., Sad
 I didn't know that. I do remember getting a dvd years ago. , Sad
" Yes, It is funny to drive by places that use to be Blockbusters and to think that is how many of us spent Friday and Saturday night.", Sad
" lol Yes. They really take a beating.  Those poor horses live a terrible life.  I live near an Amish community and a lot of the retired race horses that didn't make big money end up being resold to the Amish market to pull their buggies around.  It's sad.  Icelandic horses have a fifth speed called tolt, which is basically speedwalking for a horse.  I just found that out.", Sad
" It was sad, the titanic still rests at the bottom of the sea, it's being eaten slowly by bacteria and some day it will be gone", Sad
" His success makes me feel even worse for Melo Anthony. He couldn't succeed there, he may not succeed anymore with his antiquated game. Sad...", Sad
" As a Chicago fan, I am not sure I would like him to suit up for us. I would prefer to just cut or waive him.", Sad
" they were such a great band, what a shame for what happened", Sad
 Although we would need a dyson sphere in order to capture all of that energy., Sad
" I do enjoy using the internet, but I worry the constant novelty does cause addiction.", Sad
 It is a pretty messy thing to come back from. This is usually where the movie jumps the shark (so to speak)., Sad
" Yes, I have too. It takes away everything, even things you wouldn't think you could forget like playing the piano.", Sad
 Linkin Park! I own hybrid theory. I'm so sad about Chester. Mental health is a serious issue., Sad
 I wonder why more people don't vote? It is something I value doing so much. Have a nice day!, Sad
" That's impressive and probably that or more that are no longer around, anymore.  It's sad what we do to our environment.", Sad
 I had heard that as well. When a judge made a ruling in an Eminem case she did it in the form of a rap. I wish she wouldn't have done that. Seems so embarrassing and unnecessary. , Sad
 I probably wouldn't know they were valuable...and just toss them in storage. Wouldn't that be terrible?, Sad
 It's a shame that 80% of natural forest have been destroyed by humans, Sad
 That is very sad. It's not like we have a lot of planrts we can go to close by if we mess this one up. Not like we could live on the planet that precipitates glass sideways at 4500 mph., Sad
" Thats not much at all and in 1 min and 17 seconds we have managed to destroy the planet, we are the best species", Sad
" it is, but it is also sad to know that more than 80% of the earth´s natural forests have been destroyed", Sad
" Probably not, but I guess it might be better to not make it seem attractive to teens so they will avoid it.", Sad
 We've very good at spreading out into new environments. But we still cannot synthesize vitamin C., Sad
 I feel so bad for Queen Elizabeth. Her corgi had to be put down., Sad
 It is always sad when you lose one of your furry friends. I've had to do that a couple of times myself. It's a sad thing to have to do., Sad
 The Queen of England has had a corgi since 1944. Those dogs must've been very spoiled, Sad
" I'm sorry, that's really miserable. I also don't like going through the security lines that they have.", Sad
" Yeah, I guess you're not supposed to read on a plane. It messes you up", Sad
" Yes, I have read that scary statistic. ", Sad
" Humans can sometimes have a very negative affect on the Earth, hopefully we can fix our ways and work with, rather than against, Earth.", Sad
" Yes, that does make me sad. I know that the landscape has repeatedly changed but when you see all those trees down, it's depressing. And to think that in the earth", Sad
" Humans have had such a great impact in a short amount of time, if the earth's history was a 24 hour period humans would have been here for 1 min and 17 secs ", Sad
" Haha, that's neat to hear.  ", Sad
" Maybe it was popular in ancient times, when playing with words could be seen as entertainment. Nowadays, we have Disney. ", Sad
 He is one of my favorite players all time. I was sad when we traded him but definitely rooted for him when he was on Denver., Sad
" Very true!  I was sad to hear about the death of the creator of Iron Man recently, Stan Lee.", Sad
" It was a successful movie it earned 585 million, but Robert Downey only made $500 000.  ", Sad
 That might! I know Jobs was tall! Although he was not into fashion., Sad
 So true. If it isn't chatting online they are buried in their phones while holding actual conversations. People hardly look up anymore just constant scrolling. , Sad
 I wish I could have seen it on Broadway!, Sad
" Glad you had fun, it's too bad I can't use a broomstick for a racket anymore, they outlawed everything but rackets in 1978.", Sad
 That's pretty impressive. It's a shame that the world cup hosts do not get any economic benefits for hosting, Sad
 I learned a lot.      It is tragic that his twin died at birth!, Sad
" Maybe if it was fried, but fried seahorse necks does not sound appetizing. ", Sad
" I miss the sleeve, the booklet in the CD case, playing MP3 feels convenient but cheap. Like electronic music versus guitar music. ", Sad
 Yeah which is unfortunate. I liked that they were on Netflix, Sad
" That's true. It seems like more often than not, government and legal institutions operate on policies 20 years behind the tech, like you mentioned with the court video. The same thing was echoed in the US Congress recently with the questioning of the Google and Facebook CEOs.", Sad
" That's true, and not the only way this story makes me question my faith in the institution. I suppose I'd just assumed we had more of a right to know what's going on behind the doors of the systems we the people fund.", Sad
 So sad the an owl sanctuary was needed to house abandoned owls from the books..., Sad
 That would have been short sighted and such a loss! , Sad
" I love that about her. Also, I did not know she turned down Michael Jackson to do a performance! I bet he was shocked at the time. ", Sad
 I'm sure he wasn't too thrilled about that. I hate to hear that a new owl sanctuary had to be opened up to house all the pet owls abandoned by Harry Potter fans.  That's so sad., Sad
 Yea a lot of people love harry potter. Unfortunately an owl sanctuary was opened due to abandoned owls of harry potter fans , Sad
 That's too bad, Sad
" Yeah that's very sad to hear especially in a modern society. That's one case we can be glad at how low voting rates are, I think for presidential elections it hasn't been above 63% in a century.", Sad
" Ah, same here. I gave up a while back. Do you play any other instuments?", Sad
 Yeah it was sadly, Sad
" Yeah, that sucks. Well nice chatting with you! ", Sad
" It was the typical autocratic election: main opposition party dissolved by the court, protesters where arrested, sketchy monitors (from China) . But how do you impose sanctions without hurting the factory workers ?", Sad
" In ancient Greece, official were appointed by lottery, sometimes randomness is better than a dog.  ", Sad
 I wonder if they were playing it as it went down like they played music when the Titanic sunk?, Sad
 Right?! But only half the adults in the US have library cards. I guess the half of us that do are using the heck out of those libraries. , Sad
 I did too.  I think my favorites were always the classics. I wish I had read more Tolkien and Lewis as a kid. , Sad
" I'm sure if extraterrestrials could see us, they'd be embarassed at how we've destroyed the Earth.", Sad
